customer_id,first_purchase_date,last_purchase_date,recency_days,frequency,monetary_value,unique_products,active_months,avg_order_value,customer_lifetime_days,r_score,f_score,m_score,rfm_score,customer_segment,churn_risk_label,churn_status
12844,2010-04-25 11:51:00,2011-11-10 13:31:00,29,4,648.6,88,4,162.15,564,4,3,3,433,Potential Loyalists,0,Active
12845,2011-02-22 14:10:00,2011-03-17 13:34:00,267,4,354.09,26,2,88.5225,22,2,3,2,232,At Risk,1,Inactive / Churn Risk
12846,2010-01-26 16:29:00,2010-01-26 16:29:00,682,1,15.58,1,1,15.58,0,1,1,1,111,Hibernating / Lost,1,Inactive / Churn Risk
12847,2010-11-17 12:44:00,2011-11-17 13:16:00,22,2,1636.8999999999999,100,2,818.4499999999999,365,4,2,4,424,New / Promising,0,Active
12848,2010-02-02 12:45:00,2010-02-02 12:45:00,676,1,208.0,16,1,208.0,0,1,1,1,111,Hibernating / Lost,1,Inactive / Churn Risk
12849,2010-04-27 13:44:00,2011-11-08 13:41:00,31,6,3090.56,123,5,515.0933333333334,559,4,4,5,445,Champions,0,Active
12850,2010-09-20 12:26:00,2010-09-20 12:26:00,446,1,330.0,2,1,330.0,0,1,1,2,112,Hibernating / Lost,1,Inactive / Churn Risk
12851,2010-08-19 15:13:00,2011-09-04 12:41:00,97,2,284.13,71,2,142.065,380,3,2,1,321,Potential Loyalists,1,Inactive / Churn Risk
12852,2011-02-18 08:47:00,2011-02-18 08:47:00,295,1,311.55,17,1,311.55,0,2,1,2,212,Hibernating / Lost,1,Inactive / Churn Risk
12853,2010-02-05 11:57:00,2011-07-28 11:29:00,135,11,3907.5,111,7,355.22727272727275,537,3,5,5,355,Loyal Customers,1,Inactive / Churn Risk
12854,2009-12-11 12:55:00,2011-09-22 12:15:00,79,7,2994.02,188,6,427.71714285714285,649,3,4,5,345,Loyal Customers,0,Active
12855,2010-11-02 18:16:00,2010-12-02 09:37:00,373,4,650.9399999999999,65,2,162.73499999999999,29,2,3,3,233,At Risk,1,Inactive / Churn Risk
12856,2011-10-07 12:38:00,2011-12-02 10:52:00,8,6,2179.93,155,3,363.32166666666666,55,5,4,4,544,Champions,0,Active
12857,2010-01-25 15:37:00,2011-05-13 10:20:00,211,6,3688.0,71,6,614.6666666666666,472,2,4,5,245,Cannot Lose Them,1,Inactive / Churn Risk
12858,2010-11-21 12:55:00,2010-11-21 12:55:00,383,1,177.92,36,1,177.92,0,2,1,1,211,Hibernating / Lost,1,Inactive / Churn Risk
12859,2010-09-07 12:20:00,2010-09-07 12:20:00,459,1,575.1,21,1,575.1,0,1,1,2,112,Hibernating / Lost,1,Inactive / Churn Risk
12860,2010-01-15 15:22:00,2010-01-15 15:22:00,693,1,55.47,16,1,55.47,0,1,1,1,111,Hibernating / Lost,1,Inactive / Churn Risk
12861,2010-03-30 11:39:00,2010-03-30 11:39:00,620,1,68.25,4,1,68.25,0,1,1,1,111,Hibernating / Lost,1,Inactive / Churn Risk
12862,2010-08-01 15:20:00,2010-10-10 11:47:00,426,2,1008.3199999999999,119,2,504.15999999999997,69,1,2,3,123,At Risk,1,Inactive / Churn Risk
12863,2010-04-29 13:54:00,2011-10-18 14:15:00,52,6,2792.5499999999997,24,6,465.42499999999995,537,4,4,4,444,Champions,0,Active
12864,2010-07-19 17:22:00,2011-07-24 13:03:00,138,2,299.57,5,2,149.785,369,3,2,2,322,Potential Loyalists,1,Inactive / Churn Risk
12865,2010-08-20 12:20:00,2011-11-13 14:31:00,26,4,3323.47,156,4,830.8675,450,4,3,5,435,Potential Loyalists,0,Active
12866,2010-07-25 11:37:00,2011-03-01 14:11:00,283,3,1227.35,58,3,409.1166666666666,219,2,3,3,233,At Risk,1,Inactive / Churn Risk
12867,2009-12-16 16:25:00,2011-11-13 15:30:00,26,13,7913.29,365,13,608.7146153846154,696,4,5,5,455,Champions,0,Active
12868,2010-11-12 10:05:00,2011-06-07 10:42:00,186,8,2247.06,86,6,280.8825,207,3,4,4,344,Loyal Customers,1,Inactive / Churn Risk
12869,2010-01-27 12:10:00,2010-01-27 12:10:00,682,1,337.66999999999996,35,1,337.66999999999996,0,1,1,2,112,Hibernating / Lost,1,Inactive / Churn Risk
12870,2010-03-25 14:32:00,2010-11-29 13:42:00,375,3,1676.95,85,3,558.9833333333333,248,2,3,4,234,At Risk,1,Inactive / Churn Risk
12871,2010-09-26 10:34:00,2011-09-16 15:07:00,84,3,744.02,13,3,248.00666666666666,355,3,3,3,333,Need Attention,0,Active
12872,2009-12-03 20:03:00,2011-01-17 10:52:00,327,12,3685.4900000000002,217,12,307.12416666666667,409,2,5,5,255,Cannot Lose Them,1,Inactive / Churn Risk
12873,2010-01-27 09:50:00,2011-03-02 14:58:00,282,3,2027.3,33,3,675.7666666666667,399,2,3,4,234,At Risk,1,Inactive / Churn Risk
12874,2010-06-03 12:51:00,2010-11-19 15:23:00,385,2,948.42,44,2,474.21,169,2,2,3,223,At Risk,1,Inactive / Churn Risk
12875,2010-01-11 12:37:00,2011-07-19 15:30:00,143,5,1356.99,2,5,271.398,554,3,4,4,344,Loyal Customers,1,Inactive / Churn Risk
12876,2010-04-28 13:26:00,2011-10-13 12:26:00,58,4,4081.79,117,4,1020.4475,532,4,3,5,435,Potential Loyalists,0,Active
12877,2010-01-18 10:23:00,2011-12-06 10:30:00,4,20,2955.17,149,18,147.7585,687,5,5,4,554,Champions,0,Active
12878,2011-03-18 14:02:00,2011-04-17 13:07:00,236,2,854.99,38,2,427.495,29,2,2,3,223,At Risk,1,Inactive / Churn Risk
12879,2011-09-09 12:11:00,2011-10-26 12:24:00,45,3,573.22,7,2,191.07333333333335,47,4,3,2,432,Potential Loyalists,0,Active
12880,2010-05-14 11:57:00,2010-11-23 10:50:00,382,2,640.13,32,2,320.065,192,2,2,3,223,At Risk,1,Inactive / Churn Risk
12881,2011-03-09 11:44:00,2011-03-09 11:44:00,276,1,298.0,7,1,298.0,0,2,1,2,212,Hibernating / Lost,1,Inactive / Churn Risk
12882,2011-11-06 11:22:00,2011-11-30 16:18:00,9,2,1463.04,12,1,731.52,24,5,2,4,524,New / Promising,0,Active
12883,2011-09-11 15:18:00,2011-11-15 09:32:00,25,4,703.47,39,2,175.8675,64,4,3,3,433,Potential Loyalists,0,Active
12884,2011-09-12 13:10:00,2011-09-12 13:10:00,88,1,309.05,7,1,309.05,0,3,1,2,312,Potential Loyalists,0,Active
12885,2011-08-08 11:45:00,2011-10-07 13:40:00,63,3,1175.22,66,2,391.74,60,3,3,3,333,Need Attention,0,Active
12886,2011-05-04 11:21:00,2011-10-03 10:09:00,68,2,1378.4,75,2,689.2,151,3,2,4,324,Potential Loyalists,0,Active
12887,2010-11-21 11:18:00,2010-11-21 11:18:00,384,1,222.4,13,1,222.4,0,2,1,1,211,Hibernating / Lost,1,Inactive / Churn Risk
12888,2011-03-29 14:31:00,2011-05-09 16:02:00,214,2,354.12,4,2,177.06,41,2,2,2,222,Hibernating / Lost,1,Inactive / Churn Risk
12889,2010-07-25 14:32:00,2010-11-23 16:08:00,381,4,385.46000000000004,25,4,96.36500000000001,121,2,3,2,232,At Risk,1,Inactive / Churn Risk
12890,2010-11-17 14:05:00,2011-11-15 17:26:00,24,2,717.27,124,2,358.635,363,4,2,3,423,New / Promising,0,Active
12891,2010-02-18 14:32:00,2011-06-07 12:31:00,186,11,840.5,2,9,76.4090909090909,473,3,5,3,353,Loyal Customers,1,Inactive / Churn Risk
12892,2010-11-08 09:51:00,2010-11-08 09:51:00,397,1,263.38,18,1,263.38,0,2,1,1,211,Hibernating / Lost,1,Inactive / Churn Risk
12893,2011-11-09 12:34:00,2011-11-09 12:34:00,31,1,188.14,27,1,188.14,0,4,1,1,411,New / Promising,0,Active
12894,2010-05-13 14:47:00,2010-05-13 14:47:00,575,1,157.35,21,1,157.35,0,1,1,1,111,Hibernating / Lost,1,Inactive / Churn Risk
12895,2011-09-14 08:35:00,2011-10-28 13:51:00,42,2,372.8,22,2,186.4,44,4,2,2,422,New / Promising,0,Active
12897,2010-06-14 11:58:00,2011-05-19 12:13:00,205,4,514.25,10,4,128.5625,339,2,3,2,232,At Risk,1,Inactive / Churn Risk
12898,2010-02-18 12:36:00,2010-09-02 08:08:00,464,2,310.96000000000004,27,2,155.48000000000002,195,1,2,2,122,Hibernating / Lost,1,Inactive / Churn Risk
12899,2010-10-22 09:53:00,2010-10-22 09:53:00,414,1,366.4,17,1,366.4,0,1,1,2,112,Hibernating / Lost,1,Inactive / Churn Risk
12900,2010-10-13 15:17:00,2010-10-13 15:17:00,422,1,340.33,13,1,340.33,0,1,1,2,112,Hibernating / Lost,1,Inactive / Churn Risk
12901,2011-03-14 10:41:00,2011-12-01 10:07:00,9,28,17654.54,30,10,630.5192857142857,261,5,5,5,555,Champions,0,Active
12902,2011-03-20 12:06:00,2011-03-20 12:06:00,265,1,138.68,10,1,138.68,0,2,1,1,211,Hibernating / Lost,1,Inactive / Churn Risk
12903,2010-10-07 12:39:00,2010-10-07 12:39:00,429,1,833.53,41,1,833.53,0,1,1,3,113,At Risk,1,Inactive / Churn Risk
12904,2011-06-20 13:18:00,2011-11-21 14:34:00,18,2,509.58,59,2,254.79,154,5,2,2,522,New / Promising,0,Active
12905,2010-01-26 14:06:00,2010-05-12 10:05:00,577,2,1018.42,52,2,509.21,105,1,2,3,123,At Risk,1,Inactive / Churn Risk
12906,2011-09-22 15:03:00,2011-11-28 09:55:00,12,5,2919.81,55,2,583.962,66,5,4,4,544,Champions,0,Active
12907,2010-08-02 14:33:00,2010-11-09 12:08:00,396,2,508.91,23,2,254.455,98,2,2,2,222,Hibernating / Lost,1,Inactive / Churn Risk
12908,2010-03-19 15:59:00,2011-06-16 15:39:00,176,5,1776.0,1,5,355.2,453,3,4,4,344,Loyal Customers,1,Inactive / Churn Risk
12909,2010-02-24 12:14:00,2011-10-31 12:43:00,40,8,3103.19,120,7,387.89875,614,4,4,5,445,Champions,0,Active
12910,2010-03-28 13:10:00,2011-11-16 14:28:00,23,13,5796.52,75,10,445.8861538461539,598,4,5,5,455,Champions,0,Active
12911,2010-06-06 12:13:00,2010-06-06 12:13:00,552,1,1680.47,220,1,1680.47,0,1,1,4,114,At Risk,1,Inactive / Churn Risk
12912,2011-10-30 11:35:00,2011-12-07 08:55:00,3,5,1662.3,17,3,332.46,37,5,4,4,544,Champions,0,Active
12913,2009-12-01 12:18:00,2011-12-05 12:11:00,5,13,6700.860000000001,52,11,515.4507692307693,733,5,5,5,555,Champions,0,Active
12914,2010-11-04 12:28:00,2010-11-04 12:28:00,401,1,223.98,9,1,223.98,0,2,1,1,211,Hibernating / Lost,1,Inactive / Churn Risk
12915,2010-04-29 19:36:00,2011-07-14 11:34:00,149,4,1174.75,46,4,293.6875,440,3,3,3,333,Need Attention,1,Inactive / Churn Risk
12916,2010-01-24 11:26:00,2011-07-24 10:35:00,139,7,4654.0199999999995,82,7,664.8599999999999,545,3,4,5,345,Loyal Customers,1,Inactive / Churn Risk
12917,2009-12-09 14:22:00,2011-08-03 16:42:00,128,6,4359.2,45,5,726.5333333333333,602,3,4,5,345,Loyal Customers,1,Inactive / Churn Risk
12918,2010-03-23 15:22:00,2010-03-23 15:22:00,626,1,10953.5,1,1,10953.5,0,1,1,5,115,At Risk,1,Inactive / Churn Risk
12919,2011-06-23 09:22:00,2011-12-01 13:47:00,8,6,1335.19,34,5,222.53166666666667,161,5,4,4,544,Champions,0,Active
12920,2009-12-14 15:58:00,2011-11-22 15:05:00,17,4,488.09000000000003,59,3,122.02250000000001,707,5,3,2,532,Potential Loyalists,0,Active
12921,2009-12-01 13:43:00,2011-11-30 16:22:00,9,74,35921.04,322,23,485.41945945945946,729,5,5,5,555,Champions,0,Active
12922,2011-07-01 15:35:00,2011-07-01 15:35:00,161,1,405.38,28,1,405.38,0,3,1,2,312,Potential Loyalists,1,Inactive / Churn Risk
12923,2010-05-13 14:55:00,2011-10-06 16:20:00,64,3,789.87,54,3,263.29,511,3,3,3,333,Need Attention,0,Active
12924,2009-12-09 12:40:00,2011-09-12 13:55:00,88,12,2469.4,56,10,205.78333333333333,642,3,5,4,354,Loyal Customers,0,Active
12925,2010-04-26 10:32:00,2011-12-05 11:11:00,5,3,729.3299999999999,46,3,243.10999999999999,588,5,3,3,533,Potential Loyalists,0,Active
12926,2009-12-14 14:35:00,2010-10-24 15:57:00,411,4,1548.46,202,3,387.115,314,1,3,4,134,At Risk,1,Inactive / Churn Risk
12927,2010-11-10 10:02:00,2010-11-10 10:02:00,395,1,197.31,11,1,197.31,0,2,1,1,211,Hibernating / Lost,1,Inactive / Churn Risk
12928,2010-06-08 10:16:00,2011-11-04 14:24:00,35,12,4304.89,94,9,358.74083333333334,514,4,5,5,455,Champions,0,Active
12929,2011-02-01 12:08:00,2011-02-01 12:08:00,312,1,117.85,8,1,117.85,0,2,1,1,211,Hibernating / Lost,1,Inactive / Churn Risk
12930,2011-06-21 13:25:00,2011-09-22 15:18:00,78,2,415.8,20,2,207.9,93,3,2,2,322,Potential Loyalists,0,Active
12931,2009-12-01 11:46:00,2011-11-18 12:39:00,22,57,92347.34,37,19,1620.1287719298246,717,4,5,5,455,Champions,0,Active
12932,2010-02-10 08:46:00,2010-06-18 14:22:00,539,8,1698.56,69,5,212.32,128,1,4,4,144,Cannot Lose Them,1,Inactive / Churn Risk
12933,2009-12-10 16:39:00,2011-11-15 16:38:00,24,8,1687.03,227,6,210.87875,704,4,4,4,444,Champions,0,Active
12934,2009-12-03 10:51:00,2009-12-03 10:51:00,737,1,181.65,2,1,181.65,0,1,1,1,111,Hibernating / Lost,1,Inactive / Churn Risk
12935,2010-04-11 15:59:00,2011-12-07 17:25:00,2,15,4243.86,113,12,282.924,605,5,5,5,555,Champions,0,Active
12936,2011-09-22 13:51:00,2011-11-22 17:32:00,17,4,1063.9,56,2,265.975,61,5,3,3,533,Potential Loyalists,0,Active
12937,2009-12-03 15:43:00,2011-11-24 15:05:00,15,9,3097.61,128,8,344.1788888888889,720,5,5,5,555,Champions,0,Active
12938,2011-11-14 11:21:00,2011-11-14 11:21:00,26,1,114.14,9,1,114.14,0,4,1,1,411,New / Promising,0,Active
12939,2010-01-12 11:27:00,2011-10-06 14:33:00,64,20,25264.8,24,14,1263.24,632,3,5,5,355,Loyal Customers,0,Active
12940,2011-09-13 10:16:00,2011-10-16 12:09:00,55,2,913.54,87,2,456.77,33,4,2,3,423,New / Promising,0,Active
12941,2009-12-15 13:12:00,2009-12-15 13:12:00,724,1,377.49,27,1,377.49,0,1,1,2,112,Hibernating / Lost,1,Inactive / Churn Risk
12942,2010-12-09 09:34:00,2011-07-31 14:39:00,131,3,942.65,68,3,314.21666666666664,234,3,3,3,333,Need Attention,1,Inactive / Churn Risk
12943,2010-04-13 11:03:00,2010-05-30 13:52:00,558,2,496.5,22,2,248.25,47,1,2,2,122,Hibernating / Lost,1,Inactive / Churn Risk
12944,2010-12-20 10:41:00,2011-11-04 11:04:00,36,2,604.51,29,2,302.255,319,4,2,2,422,New / Promising,0,Active
12945,2010-02-21 15:18:00,2011-02-24 14:15:00,288,2,900.11,47,2,450.055,367,2,2,3,223,At Risk,1,Inactive / Churn Risk
12946,2010-09-29 10:14:00,2010-09-29 10:14:00,437,1,324.45,20,1,324.45,0,1,1,2,112,Hibernating / Lost,1,Inactive / Churn Risk
12947,2010-12-01 16:21:00,2011-07-19 10:06:00,144,6,1908.03,83,5,318.005,229,3,4,4,344,Loyal Customers,1,Inactive / Churn Risk
12948,2009-12-02 12:28:00,2011-11-23 17:10:00,16,9,2317.43,89,6,257.4922222222222,721,5,5,4,554,Champions,0,Active
12949,2009-12-03 15:56:00,2011-11-09 11:25:00,31,22,15526.7,347,13,705.7590909090909,705,4,5,5,455,Champions,0,Active
12950,2011-11-15 13:48:00,2011-12-07 13:17:00,2,3,1843.0,13,2,614.3333333333334,21,5,3,4,534,Potential Loyalists,0,Active
12951,2010-01-10 12:43:00,2011-12-01 12:14:00,9,15,3213.7200000000003,110,13,214.24800000000002,689,5,5,5,555,Champions,0,Active
12952,2011-09-22 16:37:00,2011-12-04 10:35:00,6,4,1387.79,64,3,346.9475,72,5,3,4,534,Potential Loyalists,0,Active
12953,2010-07-05 13:37:00,2011-11-30 09:24:00,10,2,828.8100000000001,45,2,414.40500000000003,512,5,2,3,523,New / Promising,0,Active
12954,2010-03-11 10:16:00,2010-03-11 10:16:00,639,1,162.45,10,1,162.45,0,1,1,1,111,Hibernating / Lost,1,Inactive / Churn Risk
12955,2011-03-17 09:03:00,2011-12-08 16:29:00,1,11,4757.16,81,8,432.4690909090909,266,5,5,5,555,Champions,0,Active
12956,2009-12-15 19:03:00,2011-02-06 16:08:00,306,4,521.89,42,3,130.4725,417,2,3,2,232,At Risk,1,Inactive / Churn Risk
12957,2009-12-11 12:01:00,2011-11-30 09:53:00,10,13,8706.97,402,10,669.766923076923,718,5,5,5,555,Champions,0,Active
12958,2010-05-05 16:22:00,2010-11-04 16:16:00,400,2,539.49,45,2,269.745,182,2,2,2,222,Hibernating / Lost,1,Inactive / Churn Risk
12959,2010-08-12 17:20:00,2010-08-12 17:20:00,484,1,150.95,8,1,150.95,0,1,1,1,111,Hibernating / Lost,1,Inactive / Churn Risk
12960,2010-02-16 13:32:00,2010-10-22 09:31:00,414,4,1322.07,49,4,330.5175,247,1,3,4,134,At Risk,1,Inactive / Churn Risk
12961,2010-11-25 16:44:00,2010-11-25 16:44:00,379,1,211.99,37,1,211.99,0,2,1,1,211,Hibernating / Lost,1,Inactive / Churn Risk
12962,2011-08-18 13:38:00,2011-12-02 15:55:00,7,2,266.39,15,2,133.195,106,5,2,1,521,New / Promising,0,Active
12963,2010-07-08 14:45:00,2011-12-01 12:55:00,8,12,3601.59,129,8,300.1325,510,5,5,5,555,Champions,0,Active
12964,2010-09-28 17:47:00,2010-09-28 17:47:00,437,1,132.24,26,1,132.24,0,1,1,1,111,Hibernating / Lost,1,Inactive / Churn Risk
12965,2011-09-11 15:31:00,2011-09-11 15:31:00,89,1,771.91,108,1,771.91,0,3,1,3,313,Potential Loyalists,0,Active
12966,2011-11-30 12:38:00,2011-11-30 12:38:00,10,1,160.18,10,1,160.18,0,5,1,1,511,New / Promising,0,Active
12967,2010-11-21 11:03:00,2010-12-16 19:10:00,358,3,4306.92,47,2,1435.64,25,2,3,5,235,At Risk,1,Inactive / Churn Risk
12968,2011-08-19 15:44:00,2011-08-19 15:44:00,112,1,135.95,5,1,135.95,0,3,1,1,311,Potential Loyalists,1,Inactive / Churn Risk
12969,2010-04-16 10:50:00,2010-04-16 10:50:00,603,1,122.45,5,1,122.45,0,1,1,1,111,Hibernating / Lost,1,Inactive / Churn Risk
12970,2009-12-04 14:19:00,2011-12-02 14:30:00,7,10,1524.97,280,4,152.497,728,5,5,4,554,Champions,0,Active
12971,2009-12-15 19:04:00,2011-12-06 12:20:00,4,116,15972.79,102,24,137.6964655172414,720,5,5,5,555,Champions,0,Active
12972,2010-02-16 14:30:00,2010-10-22 08:41:00,414,4,1161.2,69,4,290.3,247,1,3,3,133,At Risk,1,Inactive / Churn Risk
12973,2010-10-22 10:14:00,2010-10-22 10:14:00,414,1,385.55,6,1,385.55,0,1,1,2,112,Hibernating / Lost,1,Inactive / Churn Risk
12974,2010-05-23 11:45:00,2011-05-26 09:33:00,198,2,408.95,27,2,204.475,367,2,2,2,222,Hibernating / Lost,1,Inactive / Churn Risk
12975,2009-12-06 10:38:00,2010-09-29 09:46:00,437,6,2100.09,92,3,350.01500000000004,296,1,4,4,144,Cannot Lose Them,1,Inactive / Churn Risk
12976,2010-02-12 15:46:00,2011-05-12 09:55:00,212,8,3156.38,106,7,394.5475,453,2,4,5,245,Cannot Lose Them,1,Inactive / Churn Risk
12977,2010-07-16 16:25:00,2011-07-06 16:40:00,156,4,517.63,54,2,129.4075,355,3,3,2,332,Need Attention,1,Inactive / Churn Risk
12978,2009-12-10 12:10:00,2010-11-19 14:29:00,385,5,2502.82,126,4,500.564,344,2,4,4,244,Cannot Lose Them,1,Inactive / Churn Risk
12979,2009-12-10 15:45:00,2009-12-10 15:45:00,729,1,517.7,56,1,517.7,0,1,1,2,112,Hibernating / Lost,1,Inactive / Churn Risk
12980,2009-12-02 11:26:00,2011-07-05 09:34:00,158,21,16245.78,7,18,773.6085714285715,579,3,5,5,355,Loyal Customers,1,Inactive / Churn Risk
12981,2011-07-29 14:14:00,2011-11-10 12:00:00,30,2,372.21999999999997,12,2,186.10999999999999,103,4,2,2,422,New / Promising,0,Active
12982,2010-04-12 13:50:00,2011-04-11 11:51:00,243,8,2744.81,139,7,343.10125,363,2,4,4,244,Cannot Lose Them,1,Inactive / Churn Risk
12983,2010-04-20 12:58:00,2010-04-20 12:58:00,598,1,490.08000000000004,30,1,490.08000000000004,0,1,1,2,112,Hibernating / Lost,1,Inactive / Churn Risk
12984,2011-11-21 12:37:00,2011-11-21 12:37:00,19,1,97.5,4,1,97.5,0,5,1,1,511,New / Promising,0,Active
12985,2011-11-11 12:44:00,2011-12-09 10:46:00,1,2,1239.38,73,2,619.69,27,5,2,3,523,New / Promising,0,Active
12986,2010-01-21 10:45:00,2010-10-07 11:57:00,429,10,2729.84,61,6,272.98400000000004,259,1,5,4,154,Cannot Lose Them,1,Inactive / Churn Risk
12987,2010-01-20 09:57:00,2011-09-27 12:03:00,74,5,1312.21,61,5,262.442,615,3,4,4,344,Loyal Customers,0,Active
12988,2011-02-20 14:31:00,2011-02-20 14:31:00,292,1,535.32,75,1,535.32,0,2,1,2,212,Hibernating / Lost,1,Inactive / Churn Risk
12989,2009-12-10 13:27:00,2011-12-06 15:28:00,3,33,13551.75,50,20,410.65909090909093,726,5,5,5,555,Champions,0,Active
12990,2010-03-30 11:36:00,2011-11-08 13:01:00,31,7,955.5,9,7,136.5,588,4,4,3,443,Loyal Customers,0,Active
12991,2010-11-15 13:43:00,2011-11-16 15:34:00,23,3,764.82,45,3,254.94000000000003,366,4,3,3,433,Potential Loyalists,0,Active
12992,2009-12-14 16:46:00,2009-12-14 16:46:00,725,1,93.35000000000001,6,1,93.35000000000001,0,1,1,1,111,Hibernating / Lost,1,Inactive / Churn Risk
12993,2010-02-18 10:35:00,2011-11-16 15:49:00,23,8,1259.6299999999999,57,7,157.45374999999999,636,4,4,4,444,Champions,0,Active
12994,2011-03-16 08:31:00,2011-12-05 15:43:00,4,3,974.4200000000001,52,3,324.8066666666667,264,5,3,3,533,Potential Loyalists,0,Active
12995,2011-09-15 15:44:00,2011-09-15 15:44:00,85,1,211.32,3,1,211.32,0,3,1,1,311,Potential Loyalists,0,Active
12996,2010-11-29 09:27:00,2010-11-29 09:27:00,376,1,355.5,22,1,355.5,0,2,1,2,212,Hibernating / Lost,1,Inactive / Churn Risk
12997,2010-04-06 11:06:00,2011-11-17 15:47:00,22,8,2110.91,65,8,263.86375,590,4,4,4,444,Champions,0,Active
12998,2010-02-24 11:55:00,2010-08-04 08:05:00,493,3,920.08,58,3,306.6933333333333,160,1,3,3,133,At Risk,1,Inactive / Churn Risk
12999,2011-04-08 10:26:00,2011-05-27 13:24:00,196,3,455.88,25,2,151.96,49,2,3,2,232,At Risk,1,Inactive / Churn Risk
13000,2009-12-14 17:03:00,2011-08-25 10:43:00,107,4,1032.5,57,4,258.125,618,3,3,3,333,Need Attention,1,Inactive / Churn Risk
13001,2009-12-03 16:21:00,2011-12-05 14:51:00,4,33,24172.100000000002,300,20,732.4878787878788,731,5,5,5,555,Champions,0,Active
13002,2010-10-01 11:58:00,2011-01-25 15:18:00,318,3,414.13,19,2,138.04333333333332,116,2,3,2,232,At Risk,1,Inactive / Churn Risk
13003,2011-05-09 08:23:00,2011-08-26 10:50:00,106,3,149.05,4,3,49.68333333333334,109,3,3,1,331,Need Attention,1,Inactive / Churn Risk
13004,2009-12-15 09:44:00,2011-11-28 11:27:00,12,36,11650.85,417,22,323.63472222222225,713,5,5,5,555,Champions,0,Active
13005,2010-09-08 12:52:00,2011-06-19 10:53:00,174,4,999.68,41,4,249.92,283,3,3,3,333,Need Attention,1,Inactive / Churn Risk
13006,2011-10-14 13:49:00,2011-10-14 13:49:00,56,1,81.57,4,1,81.57,0,4,1,1,411,New / Promising,0,Active
13007,2010-05-09 10:38:00,2010-05-09 10:38:00,580,1,175.25,11,1,175.25,0,1,1,1,111,Hibernating / Lost,1,Inactive / Churn Risk
13008,2009-12-16 16:07:00,2011-01-20 14:24:00,323,3,612.13,31,3,204.04333333333332,399,2,3,2,232,At Risk,1,Inactive / Churn Risk
13009,2010-02-05 12:22:00,2010-02-05 12:22:00,673,1,234.0,4,1,234.0,0,1,1,1,111,Hibernating / Lost,1,Inactive / Churn Risk
13010,2010-03-01 11:28:00,2010-11-30 15:09:00,374,2,330.12,10,2,165.06,274,2,2,2,222,Hibernating / Lost,1,Inactive / Churn Risk
13011,2010-12-02 17:22:00,2010-12-02 17:22:00,372,1,101.10000000000001,3,1,101.10000000000001,0,2,1,1,211,Hibernating / Lost,1,Inactive / Churn Risk
13012,2010-04-26 14:14:00,2011-11-30 13:05:00,9,11,2972.83,95,8,270.2572727272727,582,5,5,5,555,Champions,0,Active
13013,2009-12-14 10:34:00,2011-12-08 15:01:00,1,29,12625.77,289,18,435.3713793103448,724,5,5,5,555,Champions,0,Active
13014,2010-10-03 11:35:00,2011-11-29 12:27:00,11,11,5381.08,140,7,489.1890909090909,422,5,5,5,555,Champions,0,Active
13015,2010-04-15 16:35:00,2011-10-17 13:19:00,53,11,6586.42,260,6,598.7654545454545,549,4,5,5,455,Champions,0,Active
13016,2011-08-08 15:00:00,2011-09-27 14:08:00,73,3,789.89,39,2,263.2966666666667,49,3,3,3,333,Need Attention,0,Active
13017,2011-12-02 15:53:00,2011-12-02 15:53:00,7,1,204.0,1,1,204.0,0,5,1,1,511,New / Promising,0,Active
13018,2010-03-01 12:34:00,2011-11-23 13:28:00,16,35,9763.16,401,14,278.9474285714286,632,5,5,5,555,Champions,0,Active
13019,2009-12-06 15:40:00,2010-11-25 14:56:00,379,6,1229.95,46,5,204.99166666666667,353,2,4,3,243,At Risk,1,Inactive / Churn Risk
13020,2010-02-18 10:35:00,2010-05-26 11:12:00,563,2,618.96,38,2,309.48,97,1,2,3,123,At Risk,1,Inactive / Churn Risk
13021,2009-12-05 12:02:00,2011-12-05 16:37:00,4,17,4887.24,166,13,287.48470588235296,730,5,5,5,555,Champions,0,Active
13022,2010-10-06 10:50:00,2010-10-06 10:50:00,430,1,65.3,5,1,65.3,0,1,1,1,111,Hibernating / Lost,1,Inactive / Churn Risk
13023,2010-06-29 09:51:00,2011-10-06 16:27:00,64,3,1449.03,69,3,483.01,464,3,3,4,334,Need Attention,0,Active
13024,2010-05-06 14:25:00,2010-08-26 09:42:00,471,2,555.87,26,2,277.935,111,1,2,2,122,Hibernating / Lost,1,Inactive / Churn Risk
13025,2009-12-08 10:02:00,2009-12-08 10:02:00,732,1,323.39,13,1,323.39,0,1,1,2,112,Hibernating / Lost,1,Inactive / Churn Risk
13026,2009-12-13 11:34:00,2011-12-08 16:58:00,1,9,1733.08,52,9,192.56444444444443,725,5,5,4,554,Champions,0,Active
13027,2010-01-20 10:41:00,2011-08-18 09:39:00,114,19,17335.2,7,14,912.3789473684211,574,3,5,5,355,Loyal Customers,1,Inactive / Churn Risk
13028,2011-10-25 14:09:00,2011-11-17 11:10:00,23,2,661.3199999999999,40,2,330.65999999999997,22,4,2,3,423,New / Promising,0,Active
13029,2010-07-04 13:46:00,2011-11-09 09:13:00,31,5,1927.3,13,5,385.46,492,4,4,4,444,Champions,0,Active
13030,2010-12-06 14:31:00,2011-11-28 14:30:00,11,2,1227.22,76,2,613.61,356,5,2,3,523,New / Promising,0,Active
